"","X.1","X","EDCS.ID","publication","province","place","dating_from","dating_to","date_not_before","date_not_after","status","inscription","inscription_conservative_cleaning","inscription_interpretive_cleaning","material","comment","latitude","longitude","language","photo","partner_link","extra_text","extra_html","raw_dating"
"253",1325,1325,"EDCS-10000772","ILJug-02, 00760 = AHB p 534","Dalmatia","Glamoc / Municipium Salvium",201,300,201,300,"liberti/libertae;  nomen singulare;  tituli sacri;  tria nomina;  viri","S(ilvano) S(ilvestri) et Dian(a)e / Au(relius) Platius Var/roni(s) l(ibertus) p(osuit)","S S et Diane Au Platius Varroni l p","Silvano Silvestri et Dianae Aurelius Platius Varronis libertus posuit","lapis",NA,44.0449852,16.8499014,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ILJug-02_00760.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD034206;bu_ILJug%26bibl_volume=2%26bibl_subvolume=%26bibl_insc=760",NA,NA,"201 to 300"
"254",1326,1326,"EDCS-10100612","ILJug-03, 01631 = AHB p 530","Dalmatia","Glamoc / Municipium Salvium",101,200,101,200,"nomen singulare;  tituli sacri;  tria nomina;  viri","Sil(vano) Cor() / Ael(ius) Maxi/mus / Procul/[i]ni libe(n)s pos(uit)","Sil Cor Ael Maximus Proculni libes pos","Silvano Cor Aelius Maximus Proculini libens posuit",NA,NA,44.0449852,16.8499014,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ILJug-03_01631_1.jpg;$ILJug-03_01631_2.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD033931;bu_ILJug%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=1631",NA,NA,"101 to 200"
"255",1329,1329,"EDCS-10100620","ILJug-03, 01641 = AHB p 488","Dalmatia","Glamoc / Municipium Salvium",101,300,101,300,"nomen singulare;  tituli sacri;  viri","Silvano / Silvestri sac(rum) / Dasius Gemelli / fil(ius) l(ibens) m(erito)","Silvano Silvestri sac Dasius Gemelli fil l m","Silvano Silvestri sacrum Dasius Gemelli filius libens merito","lapis",NA,44.0449852,16.8499014,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ILJug-03_01641.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD033940",NA,NA,"101 to 300"
"256",1342,1342,"EDCS-07400598","AHB p 516 = AE 1987, 00809","Dalmatia","Glavica / Municipium Salvium",151,300,151,300,"tituli sacri;  tria nomina;  viri","Apol(l)ini / Aur(elius) Tr[i]t[us] / pos(uit) [l(ibens) m(erito)]","Apolini Aur Trt pos","Apollini Aurelius Tritus posuit libens merito",NA,NA,44.1102759,16.7852904,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD012599;bu_AE%26bibl_volume=1987%26bibl_subvolume=%26bibl_insc=809",NA,NA,"151 to 300"
"257",1343,1343,"EDCS-07400599","AHB p 517 = AE 1987, 00810","Dalmatia","Glavica / Municipium Salvium",71,150,71,150,"tituli sacri","I(ovi) O(ptimo) M(aximo) / [","I O M","Iovi Optimo Maximo",NA,NA,44.1102759,16.7852904,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD012602",NA,NA,"71 to 150"
"258",1346,1346,"EDCS-51800044","AHB p 528","Dalmatia","Glavica / Municipium Salvium",NA,NA,NA,NA,"tituli sacri","I(ovi) O(ptimo) [M(aximo)","I O M","Iovi Optimo Maximo",NA,NA,44.1102759,16.7852904,NA,NA,NA,NA,NA,NA
"259",1347,1347,"EDCS-51800043","AHB p 528","Dalmatia","Glavica / Municipium Salvium",NA,NA,NA,NA,"tituli sacri","I(ovi?) [O(ptimo?) M(aximo?)] / [","I","Iovi Optimo Maximo",NA,NA,44.1102759,16.7852904,NA,NA,NA,NA,NA,NA
"260",1349,1349,"EDCS-28300086","CIL 03, 02760a (p 1622, 2165, 2270) = CIL 03, 09861 = AHB p 526","Dalmatia","Glavica / Municipium Salvium",151,300,151,300,"milites;  tituli sacri;  tria nomina;  viri","I(ovi) O(ptimo) M(aximo) / Ael(ius) Titus / ex protec/tore / v(otum) l(ibens) s(olvit)","I O M Ael Titus ex protectore v l s","Iovi Optimo Maximo Aelius Titus ex protectore votum libens solvit",NA,NA,44.1102759,16.7852904,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_02760a_1.jpg;$CIL_03_02760a_2.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD052288",NA,NA,"151 to 300"
"261",1350,1350,"EDCS-10100500","ILJug-03, 01479 = AHB p 358 = AE 1934, 00201","Dalmatia","Glavica / Municipium Salvium",101,200,101,200,"tituli sacri","I(ovi) O(ptimo) M(aximo) Con/s[erv]atori / [3]ni[","I O M Consatori ni","Iovi Optimo Maximo Conservatori ni","lapis",NA,44.1102759,16.7852904,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ILJug-03_01479.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD027052;1ae1934-55",NA,NA,"101 to 200"
"262",1352,1352,"EDCS-63400009","Lupa 23133","Dalmatia","Glavica / Municipium Salvium",NA,NA,NA,NA,"tituli sacri","P() S() / s(acrum?)","P S s","P S sacrum",NA,NA,44.1102759,16.7852904,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=lu_23133",NA,NA,NA
"263",1363,1363,"EDCS-30400589","CIL 03, 10033 = AHB p 403","Dalmatia","Golubic / Raetinium",101,200,101,200,"milites;  tituli sacri;  tria nomina;  viri","I(ovi) O(ptimo) M(aximo) / T(itus) Flavius / Sabinus / decur(io) ter(tius?) / ala(e) Claud(iae) / v(otum) s(olvit) [l(ibens)] m(erito)","I O M T Flavius Sabinus decur ter ala Claud v s m","Iovi Optimo Maximo Titus Flavius Sabinus decurio tertius alae Claudiae votum solvit libens merito",NA,NA,44.7860068,15.9241214,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD052279",NA,NA,"101 to 200"
"264",1364,1364,"EDCS-30400590","CIL 03, 10034 (p 2328,172) = CIMRM-02, 01911 = AHB p 405","Dalmatia","Golubic / Raetinium",171,300,171,300,"tituli sacri;  tria nomina;  viri","Aure/lius // Ma/ximus / Panttie/nus","Aurelius Maximus Panttienus","Aurelius Maximus Panttienus",NA,NA,44.7860068,15.9241214,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD052640;lu_8830",NA,NA,"171 to 300"
"265",1365,1365,"EDCS-30400591","CIL 03, 10035 = AHB p 391","Dalmatia","Golubic / Raetinium",101,200,101,200,"nomen singulare;  tituli sacri;  viri","S(ilvano) Silve/str<i=O> s(acrum) / Andes p(osuit)","S SilvestrO s Andes p","Silvano Silvestri sacrum Andes posuit",NA,NA,44.7860068,15.9241214,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_10035.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD052088;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=10035",NA,NA,"101 to 200"
"266",1372,1372,"EDCS-30400599","CIL 03, 10042 (p 2328,172) = CIL 03, 13276 = ILJug-01, 00216 = CIMRM-02, 01913 = AHB p 379 = AHB p 380","Dalmatia","Golubic / Raetinium",201,300,201,300,"nomen singulare;  sacerdotes pagani;  tituli sacri;  viri","Leoni / pater I(nvicti) O(mnipotentis) R(egis) s(acerdos) // Fo(nti) / pater s(acrorum) I(nvicti) O(mnipotentis) R(egis)","Leoni pater I O R s Fo pater s I O R","Leoni pater Invicti Omnipotentis Regis sacerdos Fonti pater sacrorum Invicti Omnipotentis Regis","lapis",NA,44.7860068,15.9241214,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ILJug-01_00216a_1.jpg;$ILJug-01_00216a_2.jpg;$ILJug-01_00216b.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD033256;HD033259;lu_23787",NA,NA,"a:  201 to 300;   b:  201 to 300"
"267",1374,1374,"EDCS-31400345","CIL 03, 13269","Dalmatia","Golubic / Raetinium",201,250,201,250,"tituli sacri","I(ovi) [O(ptimo) M(aximo)] / Pro[3] / pro sal[ute sua] / et suoru[m] / v(otum) l(ibens) s(olvit)","I Pro pro sal et suoru v l s","Iovi Optimo Maximo Pro pro salute sua et suorum votum libens solvit","lapis",NA,44.7860068,15.9241214,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0038485;HD033912",NA,NA,"201 to 250"
"268",1375,1375,"EDCS-31400346","CIL 03, 13270 = CIL 03, 14012 = AHB p 376 = AHB p 404","Dalmatia","Golubic / Raetinium",201,300,201,300,"nomen singulare;  tituli sacri;  viri","L(ibero) [P(atri)] / Ande[s] / l(ibens) p(osuit)","L Ande l p","Libero Patri Andes libens posuit","lapis",NA,44.7860068,15.9241214,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_13270.jpg;$CIL_03_14012.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD052630;lu_23800",NA,NA,"201 to 300"
"269",1381,1381,"EDCS-32200030","CIL 03, 15071","Dalmatia","Golubic / Raetinium",1,300,1,300,"tituli sacri","]s I[ // N]ep[tuno(?) // ]vi[3] / [3]us[ // ]li [ // v(otum) s(olvit)] l(ibens) m(erito)","s Iepvi usli l m","s I Neptuno vi us li votum solvit libens merito","lapis",NA,44.7860068,15.9241214,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058270;HD058271;HD058272;HD058273;HD058274",NA,NA,"a:  1 to 300;   b:  1 to 300;   c:  1 to 300;   d:  1 to 300;   e:  1 to 300"
"270",1401,1401,"EDCS-10000315","ILJug-01, 00226 = AHB p 384","Dalmatia","Golubic / Raetinium",1,300,1,300,"tituli sacri","L[ibero(?)] / sa[crum","L sacrum","Libero sacrum",NA,NA,44.7860068,15.9241214,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD033280",NA,NA,"1 to 300"
"271",1403,1403,"EDCS-10000928","ILJug-02, 00917","Dalmatia","Golubic / Raetinium",NA,NA,NA,NA,"tituli sacri","I(ovi) O(ptimo) M(aximo)","I O M","Iovi Optimo Maximo",NA,NA,44.7860068,15.9241214,NA,NA,NA,NA,NA,NA
"272",1404,1404,"EDCS-10100645","ILJug-03, 01666 = AHB p 376 = AE 1939, 00174","Dalmatia","Golubic / Raetinium",101,200,101,200,"mulieres;  tituli sacri;  tria nomina","I(ovi) O(ptimo) M(aximo) / Fl(avia) Pro/cula / s(olvit) v(otum) l(ibenter)","I O M Fl Procula s v l","Iovi Optimo Maximo Flavia Procula solvit votum libenter","lapis",NA,44.7860068,15.9241214,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ILJug-03_01666.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD022746;1ae1939-62",NA,NA,"101 to 200"
"273",1405,1405,"EDCS-10100646","ILJug-03, 01667 = AHB p 377 = AE 1939, 00175","Dalmatia","Golubic / Raetinium",101,200,101,200,"mulieres;  tituli sacri;  tria nomina","I(ovi) O(ptimo) M(aximo) / Metilia / Domitia / ex voto","I O M Metilia Domitia ex voto","Iovi Optimo Maximo Metilia Domitia ex voto","lapis",NA,44.7860068,15.9241214,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ILJug-03_01667.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD022749;lu_30622;1ae1939-62",NA,NA,"101 to 200"
"274",1416,1416,"EDCS-31400636","CIL 03, 08370 = CIL 03, 13856a = AHB p 264","Dalmatia","Gorazde",151,300,151,300,"tituli operum;  tituli sacri;  tria nomina;  viri","I(ovi) O(ptimo) M(aximo) Co(ho)r[tali] / eand(em) aram C() / Saturninus / cons[ecravit(?)","I O M Cor eand aram C Saturninus consecravit","Iovi Optimo Maximo Cohortali eandem aram C Saturninus consecravit","lapis",NA,43.6673112,18.9765501,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD052419",NA,NA,"151 to 300"
"275",1417,1417,"EDCS-31400637","CIL 03, 08371 = CIL 03, 13856b = AHB p 294","Dalmatia","Gorazde",151,300,151,300,"tituli sacri","Term(ino?)","Term","Termino","lapis",NA,43.6673112,18.9765501,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD052637",NA,NA,"151 to 300"
"276",1429,1429,"EDCS-32700530","CIL 03, 14972 = AHB p 355","Dalmatia","Gornji Agici / Agici Gornji",241,241,241,241,"liberti/libertae;  nomen singulare;  tituli operum;  tituli sacri;  viri","]/ni suo/rumque / omnium / Philocy/rius lib(ertus) / ex voto / posuit / et temp{u}/[lum] res/tituit / Id(ibus) Iuli(i)s / Imp(eratore) d(omino) n(ostro) C(aesare) / Gordia/no Aug(usto) II / et Pompe/iano co(n)s(ulibus)","ni suorum que omnium Philocyrius lib ex voto posuit et tempu restituit Id Iulis Imp d n C Gordiano Aug II et Pompeiano cos","ni suorum que omnium Philocyrius libertus ex voto posuit et templum restituit Idibus Iuliis Imperatore domino nostro Caesare Gordiano Augusto II et Pompeiano consulibus","lapis",NA,44.9267812,16.4410422,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_14972_1.jpg;$CIL_03_14972_2.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD052719;lu_23815;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=14972",NA,NA,"241 to 241"
"277",1430,1430,"EDCS-10100504","ILJug-03, 01482 = AHB p 356","Dalmatia","Gornji Agici / Agici Gornji",101,300,101,300,"tituli sacri;  tria nomina;  viri","] / sacr(um) / pro sal(ute) / Ma(rci) Aecili / Hilaria(e) / I[","sacr pro sal Ma Aecili Hilaria I","sacrum pro salute Marci Aecili Hilariae I","lapis",NA,44.9267812,16.4410422,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$ILJug-03_01482.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD033760;bu_ILJug%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=1482",NA,NA,"101 to 300"
"278",1433,1433,"EDCS-28300068","CIL 03, 02743 (p 1616)","Dalmatia","Gornji Muc / Andetrium",1,150,1,150,"mulieres;  tituli sacri;  tria nomina","Castori / et Polluci / sac{e}rum / Fab{e}ricia / Pieris / v(otum) s(olvit) l(ibens) m(erito)","Castori et Polluci sacerum Fabericia Pieris v s l m","Castori et Polluci sacrum Fabricia Pieris votum solvit libens merito",NA,NA,43.6871481,16.4940794,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061925",NA,NA,"1 to 150"
"279",1434,1434,"EDCS-28300069","CIL 03, 02744","Dalmatia","Gornji Muc / Andetrium",131,170,131,170,"milites;  tituli sacri;  tria nomina;  viri","Turr[a]n[i]us Fir() / vexil(larius) coh(ortis) I Bel(gicae) / Mercurio / v(otum) s(olvit) l(ibens) m(erito)","Turrnus Fir vexil coh I Bel Mercurio v s l m","Turranius Fir vexillarius cohortis I Belgicae Mercurio votum solvit libens merito",NA,NA,43.6871481,16.4940794,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD061928",NA,NA,"131 to 170"
"280",1440,1440,"EDCS-30200137","CIL 03, 09784","Dalmatia","Gornji Muc / Andetrium",131,250,131,250,"tituli sacri","]ARMO[3] / [3]A PALMA[3] / [3] PANVM[3] / [3]ELIA[3] / [3]PTOL M[","ARMO A PALMA PANVM ELIA PTOL M","ARMO A PALMA PANVM ELIA PTOL M",NA,NA,43.6871481,16.4940794,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD055358",NA,NA,"131 to 250"
"281",1450,1450,"EDCS-32700504","CIL 03, 14950 = AE 1899, 00158","Dalmatia","Gornji Muc / Andetrium",71,150,71,150,"milites;  nomen singulare;  tituli sacri;  tria nomina;  viri","I(ovi) O(ptimo) M(aximo) / Cassius / Dasantis / c(o)h(ortis) III Alpin(orum) / tessera(rius) ce(nturia) Nun/isiani / v(otum) s(olvit) l(ibens) m(erito)","I O M Cassius Dasantis ch III Alpin tessera ce Nunisiani v s l m","Iovi Optimo Maximo Cassius Dasantis cohortis III Alpinorum tesserarius centuria Nunisiani votum solvit libens merito",NA,NA,43.6871481,16.4940794,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0050059;HD008787;1ae1899-46;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=14950",NA,NA,"71 to 150"
"282",1451,1451,"EDCS-32700505","CIL 03, 14951 (p 2328,114) = Legio-VII 00090","Dalmatia","Gornji Muc / Andetrium",42,100,42,100,"milites;  tituli sacri;  tria nomina;  viri","] / Nymp[his] / sacr[um] / [1] Iulius [3]/us |(centurio) l[eg(ionis)] / [VII] C(laudiae) P(iae) [F(idelis)] / [cu]m Pri[","Nymp sacr Iulius us l C P m Pri","Nymphis sacrum Iulius us centurio legionis VII Claudiae Piae Fidelis cum Pri",NA,NA,43.6871481,16.4940794,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=PEC0009117","http://db.edcs.eu/epigr/partner.php?s_language=en&param=ko0048732;HD060571",NA,NA,"42 to 100"
"283",1469,1469,"EDCS-30200390","CIL 03, 14608 = CIL 03, 14609 = ILJug-03, 01494 = AHB p 259","Dalmatia","Gorobilje",151,250,151,250,"tituli sacri;  tria nomina;  viri","Io(vi) C(onservatori?) / T(itus) Aur(elius) / Proculus / l(ibens) p(osuit)","Io C T Aur Proculus l p","Iovi Conservatori Titus Aurelius Proculus libens posuit","lapis",NA,43.8215855,20.081892,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD059935;lu_29911",NA,NA,"151 to 250"
"284",1478,1478,"EDCS-57200007","Kurilic 00023 = Liburnia 00184","Dalmatia","Gradin / Sidrona",1,200,1,200,"tituli sacri","]nic[3] / [v(otum)] s(olvit) l(ibens) m(erito)","nic s l m","nic votum solvit libens merito","lapis",NA,43.827397,15.593335,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$M_Kurilic_00023_1.jpg;$M_Kurilic_00023_2.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD053939",NA,NA,"1 to 200"
"285",1481,1481,"EDCS-51800218","AHB p 163","Dalmatia","Gradina / Domavium",NA,NA,NA,NA,"tituli sacri","I(ovi) O(ptimo) M(aximo) / et Genio loci / pro salute / municipii po/suerat usus / atque cultus","I O M et Genio loci pro salute municipii posuerat usus at que cultus","Iovi Optimo Maximo et Genio loci pro salute municipii posuerat usus at que cultus",NA,NA,43.2078027,18.4200399,NA,NA,NA,NA,NA,NA
"286",1482,1482,"EDCS-51800219","AHB p 174","Dalmatia","Gradina / Domavium",NA,NA,NA,NA,"ordo equester;  tituli sacri;  viri","] / H[3] / pro[c(urator) Aug(usti)] / pro sal[ute sua] / et suoru[m] / v(otum) l(ibens) s(olvit)","H pro pro sal et suoru v l s","H procurator Augusti pro salute sua et suorum votum libens solvit","lapis",NA,43.2078027,18.4200399,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$AHB_p174.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=lu_23776",NA,NA,NA
"287",1483,1483,"EDCS-31400629","CIL 03, 08359 = CIL 03, 12720a = AHB p 165","Dalmatia","Gradina / Domavium",231,235,231,235,"Augusti/Augustae;  litterae erasae;  ordo equester;  tituli honorarii;  tituli sacri;  tria nomina;  viri","Imp(eratori) Caes(ari) [[M(arco)]] / [[Aurel(io) Severo]] / [[Alexandro]] / [[Pio Fel(ici) Inv[i]c[t]o]] / [[Aug(usto) pont(ifici) ma[x(imo)]]] / [[trib(unicia) pot(estate) X[I(?) p]at(ri)]] / [[p(atriae) co(n)s(uli) I[I]I [i]ndul]]/[[gent[i]ssmo]]] / [[principi]] ordo / mun(icipii) Dom(avi) d(ecreto) d(ecurionum) / p(ecunia) p(ublica) dedicante / Iul(io) Tacitiano / v(iro) e(gregio) proc(uratore) Aug(usti) [[n(ostri)]] / [[Num[ini ei]u[s]]] / [[devotissimo]] / [[[e]t d[i]c[a]t[issimo]]]","Imp Caes Pio Fel Invc Aug pont ma trib pot X p cos II gent ordo mun Dom d d p p dedicante Iul Tacitiano v e proc Aug Numu t dct","Imperatori Caesari Marco Aurelio Severo Alexandro Pio Felici Invicto Augusto pontifici maximo tribunicia potestate XI patri patriae consuli III indulgentissmo principi ordo municipii Domavi decreto decurionum pecunia publica dedicante Iulio Tacitiano viro egregio procuratore Augusti nostri Numini eius devotissimo et dicatissimo","lapis",NA,43.2078027,18.4200399,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_08359.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD058377;lu_23810",NA,NA,"231 to 235"
"288",1487,1487,"EDCS-31400186","CIL 03, 12717 (p 2328,116) = ILJug-03, 01499 = AHB p 257","Dalmatia","Gradina / Domavium",171,300,171,300,"tituli sacri;  tria nomina;  viri","[L]ib(ero) Pa<tr=II>(i) D[3] / A(u)r(elius) Lic(inianus?) / l(ibens) (!)","ib Pa D Ar Lic l","Libero PatrIi D Aurelius Licinianus libens",NA,NA,43.2078027,18.4200399,NA,NA,"http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD059901;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=12717",NA,NA,"171 to 300"
"289",1488,1488,"EDCS-31400188","CIL 03, 12723 = CBI 00470 = AHB p 188","Dalmatia","Gradina / Domavium",201,300,201,300,"milites;  tituli sacri;  tria nomina;  viri","Dianae / Aug(ustae) / Aur(elius) Ca[m]/[p]anus b(eneficiarius) / co(n)s(ularis) p(rovinciae) P(annoniae) in(ferioris) / v(otum) s(olvit) l(ibens) m(erito)","Dianae Aug Aur Caanus b cos p P in v s l m","Dianae Augustae Aurelius Campanus beneficiarius consularis provinciae Pannoniae inferioris votum solvit libens merito","lapis",NA,43.2078027,18.4200399,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CBI_00470.jpg;$CIL_03_12723.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD052631;lu_23380",NA,NA,"201 to 300"
"290",1489,1489,"EDCS-29900016","CIL 03, 12725 = CIL 03, 14219,01 = ILJug-03, 01519 = AHB p 168 = AE 1893, 00010","Dalmatia","Gradina / Domavium",201,250,201,250,"ordo equester;  tituli sacri;  tria nomina;  viri","I(ovi) O(ptimo) M(aximo) / Iunoni R(eginae) / M(arcus) Arrius / [3]nianus / proc(urator) Aug(usti) / pro sal(ute) [sua] / et suoru[m] / v(otum) l(ibens) s(olvit)","I O M Iunoni R M Arrius nianus proc Aug pro sal et suoru v l s","Iovi Optimo Maximo Iunoni Reginae Marcus Arrius nianus procurator Augusti pro salute sua et suorum votum libens solvit","lapis",NA,43.2078027,18.4200399,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_12725.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD033912;1ae1893-02",NA,NA,"201 to 250"
"291",1490,1490,"EDCS-31400190","CIL 03, 12726 = AHB p 176","Dalmatia","Gradina / Domavium",198,209,198,209,"Augusti/Augustae;  tituli sacri;  viri","] / [Im]p(eratoris) [Caes(aris)] / L(uci) Septimii / Severi Pii Per/tinacis / Aug(usti) Arabi/c[i] Adiabe[ni]/c[i P]arthici / m[ax]imi p(atris) p(atriae) / [trib]uniciae / [potesta]ti[s] / [","p L Septimii Severi Pii Pertinacis Aug Arabic Adiabecarthici mimi p p uniciae ti","Imperatoris Caesaris Luci Septimii Severi Pii Pertinacis Augusti Arabici Adiabenici Parthici maximi patris patriae tribuniciae potestatis","lapis",NA,43.2078027,18.4200399,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_12726.jpg;pp","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD055793;lu_30331;bu_CIL%26bibl_volume=3%26bibl_subvolume=%26bibl_insc=12726",NA,NA,"198 to 209"
"292",1502,1502,"EDCS-31400250","CIL 03, 12803 = Tusculum-2021-13","Dalmatia","Gradina / Domavium",NA,NA,NA,NA,"Augusti/Augustae;  tituli honorarii;  tituli sacri;  viri","[Imp(eratori) Caesari] / [divi f(ilio) Augusto] / [co(n)s(uli) XIII trib(unicia)] pot(estate) / [XXXIIII pont(ifici) max(imo) i]mp(eratori) XX / [patri] patri(ae)","pot mp XX patri","Imperatori Caesari divi filio Augusto consuli XIII tribunicia potestate XXXIIII pontifici maximo imperatori XX patri patriae","lapis",NA,43.2078027,18.4200399,NA,"http://db.edcs.eu/epigr/bilder.php?bilder.php?s_language=en&bild=$CIL_03_12813.jpg","http://db.edcs.eu/epigr/partner.php?s_language=en&param=HD060324",NA,NA,NA
