"","X","hd_nr","provinz","land","land_sort_de","land_sort_en","fo_antik","fo_modern","verw_bezirk","fundstelle","pl_ancient_loc1","koordinaten1","pl_ancient_loc2","koordinaten2","geo_id1","geo_id2","fundjahr","aufbewahrung","erhaltung","i_gattung","i_gattung_sort_de","i_gattung_sort_en","denkmaltyp","felder","material","hoehe","breite","tiefe","if_h","if_b","bh","ligatur","metrik","nl_text","dat_tag","dat_monat","dat_jahr_a","dat_jahr_e","datierung","soziales","religion","verbaende","geographie","dekor","gemeinden","militaer","bearbeiter","datum","beleg","tm_nr","gdb_id","atext","btext","literatur","beziehung","kommentar","pal_schreibtechnik","pal_interpunktion","people_uris","godot_uris","foto_nr","foto_extern","name","praenomen","nomen","cognomen","supernomen","tribus","origo","geschlecht","status","beruf","l_jahre","l_monate","l_tage","l_stunden"
"98",354,"HD025120","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija","Pet Mostova, bei, {Parzelle Nr. 3797 (alter Katasterplan)}",197488,"43.538557691,16.483943887",NA,NA,3190359,NA,1909,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,"Gesteine",-32,-20,-20,NA,NA,"2-1.5",NA,NA,"L",NA,NA,101,200,NA,"J","a",NA,NA,NA,NA,NA,"Feraudi","2019-09-16",1,182076,32380,"[I]ovi / Aug(usto) / sacrum / C(aius) Arrius / Narciss(us) / coll(egio?) d(ono?) d(edit?)","[ ]OVI / AVG / SACRVM / C ARRIVS / NARCISS / COLL D D","AE 1922, 0043. # ILJug 2048. # F. Bulić, BAHD 39, 1916, 102, Nr. 4115; Zeichnung. (B) - AE 1922. #",NA,"(B): AE 1922: Z. 6: col(legio).",NA,NA,NA,NA,NA,NA,"C. Arrius Narciss.","C.","Arrius","Narcissus*",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"99",355,"HD025123","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija","{Parzelle Nr. 3551/1 (alter Katasterplan)}",197488,"43.537722721,16.484342142",NA,NA,3190359,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,"Gesteine",-16,-15,-8,NA,NA,"3",NA,NA,"L",NA,NA,101,250,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2019-11-04",1,182077,32425,"[---]AEO[---] / [---] Nymph[is ---] / [--- p]ro salut[e ---] / [---] Domnica [---] // [---?] v(otum) s(olvit) l(ibens) m(erito)","[ ]AEO[ ] / [ ] NYMPH[ ] / [ ]RO SALVT[ ] / [ ] DOMNICA [ ] / / [ ] V S L M","AE 1922, 0044. # ILJug 2054. (B) # F. Bulić, BAHD 39, 1916, 144-145, Nr. 3977A; Zeichnung. - AE 1922. #",NA,"(B): ILJug: Z. 4: Dominica",NA,NA,NA,NA,NA,NA,"[---] Domnica",NA,"0","Domnica",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"100",356,"HD025126","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija","{Parzelle Nr. 313/2 (alter Katasterplan)}",197488,"43.544388831,16.485957076",NA,NA,3190359,NA,1913,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,"Gesteine",-80,-30,-27,NA,NA,"2.4",NA,NA,"L",NA,NA,101,250,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2019-10-16",2,182078,32438,"S(ilvano) Aug(usto) sa/c(rum) Fabius / Valenti/nus","S AVG SA / C FABIVS / VALENTI / NVS","AE 1922, 0045. # ILJug 2056. # F. Bulić, BAHD 39, 1916, 120, Nr. 4591A; Zeichnung. - AE 1922. #",NA,NA,NA,NA,NA,NA,"F033793|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/98c43dd2-fc71-43f9-a43c-c81d75dd6292/file/id/794601/file_version/name/small",NA,"C. Fabius Valentinus","C.","Fabius","Valentinus",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"101",357,"HD025129","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija",NA,197488,"43.544525465,16.494163513",NA,NA,3190359,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,NA,30,27,20,NA,NA,"2",NA,NA,"L",NA,NA,1,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2011-10-24",1,182079,7185,"Veneri Vic(trici) / sac(rum) [---]IRE[-] / pro [---]muni / filia v(otum) s(olvit) l(ibens) m(erito)","VENERI VIC / SAC [ ]IRE[ ] / PRO [ ]MVNI / FILIA V S L M","AE 1922, 0046. # ILJug 2063. # F. Bulić, BAHD 39, 1916, 118, Nr. 4558A; Zeichnung. - AE 1922. #",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",360,"HD025221","Dal","hr",25,10,"Narona","Metković","Dubrovačko-neretvanska županija","Vid, {Norin, Fluß}, Ufer",197400,"43.080491801,17.629051208",NA,NA,3187815,NA,1931,NA,NA,"titsac",22,22,"Altar",NA,"Gesteine",-110,NA,NA,NA,NA,NA,NA,NA,"L",NA,NA,1,200,NA,"J","a",NA,NA,NA,NA,NA,"Feraudi","2017-04-18",2,182082,6881,"Aesculapio / sacrum / M(arcus) Caesius M(arci) l(ibertus) / Primus / [S]ex(tus) Herennius / Sex(ti) Sex(ti) l(ibertus) Eros / IIIIIIviri / m(agistri) M(ercuriales) ob h(onorem)","AESCVLAPIO / SACRVM / M CAESIVS M L / PRIMVS / [ ]EX HERENNIVS / SEX SEX L EROS / IIIIIIVIRI / M M OB H","AE 1932, 0082. # ILJug 1870. # F. Bulić, in: F. Bulić (Hrsg.), Anläßlich des fünfzigjährigen Jubiläums des ""Vijesnik za Arheologiju i Historiju Dalmatinsku"" (Bulletin d'Archéologie et d'Histoire Dalmate) 1878-1928 (Split 1931) 98-99. - AE 1932. #",NA,NA,NA,NA,NA,NA,NA,"http://lupa.at/24339","M. Caesius M.l. Primus|[S]ex. Herennius Sex. Sex.l.","M.|Sex.+","Caesius|Herennius","Primus|Sextus*",NA,NA,NA,"M|M","5|5",NA,NA,NA,NA,NA
"103",364,"HD025684","Dal","hr",25,10,"Salonae, bei","Klis","Splitsko-dalmatinska županija","{Uznesenja Blažene Djevice Marije, Kirche, südlich}, römische Straße, bei",197488,"43.555725044,16.523909568",NA,NA,3198062,NA,1920,NA,NA,"titsac",22,22,"Altar",NA,"Gesteine",-55,48,37,NA,NA,"4-3.5",NA,NA,"L",NA,NA,51,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2018-12-27",1,182086,31490,"I(ovi) O(ptimo) M(aximo) / A(ulus) Laberius / Synegdemianus / v(otum) s(ovit) l(ibens) m(erito)","I O M / A LABERIVS / SYNEGDEMIANVS / V S L M","AE 1925, 0047. # ILJug 2002. # F. Bulić, BAHD 44, 1921, 21-22, Nr. 4851A; Zeichungen. - AE 1925. #",NA,NA,NA,NA,NA,NA,NA,NA,"A. Laberius Synegolemianus","A.","Laberius","Synegolemianus",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"104",365,"HD025687","Dal","hr",25,10,"Salonae, bei","Klis","Splitsko-dalmatinska županija","{Uznesenja Blažene Djevice Marije, Kirche, südlich}, römische Straße, bei",197488,"43.555725044,16.523909568",NA,NA,3198062,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,"Gesteine",40,-30,30,NA,NA,NA,NA,NA,"L",NA,NA,51,300,NA,NA,"a",NA,"J",NA,NA,NA,"Feraudi","2018-12-27",2,182087,31490,"[Ge]nio colon(iae) / [S]alonitan(orum) / L(ucius) Sextilius / Marullus / v(otum) s(olvit) l(ibens) m(erito)","[ ]NIO COLON / [ ]ALONITAN / L SEXTILIVS / MARVLLVS / V S L M","AE 1925, 0048. # ILJug 2001. # F. Bulić, BAHD 44, 1921, 23, Nr. 4852A; Zeichung. - AE 1925. #",NA,NA,NA,NA,NA,NA,"F033587|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/c41a96e9-afdc-4ecb-9d75-a09c8593ef04/file/id/794394/file_version/name/small F033808|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/fbb0fc0f-737e-484b-b7db-1b867cd6a053/file/id/794616/file_version/name/small",NA,"L. Sextilius Marullus","L.","Sextilius","Marullus",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"105",366,"HD025690","Dal","hr",25,10,"Salonae, bei","Klis","Splitsko-dalmatinska županija","{Uznesenja Blažene Djevice Marije, Kirche, südlich}, römische Straße, bei",197488,"43.555725044,16.523909568",NA,NA,3198062,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,"Gesteine",-56,-31,23,NA,NA,"3.5",NA,NA,"L",NA,NA,51,300,NA,NA,"a",NA,"J",NA,NA,NA,"Feraudi","2018-12-27",1,182088,31490,"Genio co/loniae / M(artiae) I(uliae) S(alonitanorum) / Attalus / Aquilinae / v(otum) s(olvit) l(ibens) m(erito)","GENIO CO / LONIAE / M I S / ATTALVS / AQVILINAE / V S L M","AE 1925, 0049. # ILJug 2000. # F. Bulić, BAHD 44, 1921, Nr. 4853A; Zeichung. - AE 1925. #",NA,NA,NA,NA,NA,NA,NA,NA,"Attalus Aquilinae|Aquilinae",NA,NA,"Attalus|Aquilina",NA,NA,NA,"M|W","7",NA,NA,NA,NA,NA
"106",367,"HD025693","Dal","hr",25,10,"Salonae, bei","Klis","Splitsko-dalmatinska županija","{Uznesenja Blažene Djevice Marije, Kirche, südlich}, römische Straße, bei",197488,"43.555725044,16.523909568",NA,NA,3198062,NA,1920,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,"Gesteine",31,-35,15,NA,NA,"2",NA,NA,"L",NA,NA,51,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2018-12-27",1,182089,31490,"Antheo / sacrum / Thallus Cam/p(ani) s(ervus) v(otum) s(olvit) l(ibens) m(erito)","ANTHEO / SACRVM / THALLVS CAM / P S V S L M","AE 1925, 0050. # ILJug 1999. # F. Bulić, BAHD 44, 1921, 23-24, Nr. 4854A; Zeichnung. - AE 1925. #",NA,NA,NA,NA,NA,NA,NA,NA,"Thallus Camp.s.|Camp.",NA,NA,"Thallus|Campanus*",NA,NA,NA,"M|M","7",NA,NA,NA,NA,NA
"107",373,"HD025708","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija","Pet Mostova, bei, {Parzelle Nr. 3794, Nr. 3795, Nr. 3796 (alter Katasterplan)}",197488,"43.538522137,16.483489445",NA,NA,3190359,NA,1916,"Split, Arh. Muz.",NA,"titsac",22,22,"Basis",NA,"Gesteine",77,25,24,NA,NA,NA,NA,NA,"L",NA,NA,101,200,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2019-08-19",2,182095,6385,"Ter/rae stabi/litati","TER / RAE STABI / LITATI","AE 1925, 0055. # ILJug 2059. # F. Bulić, BAHD 45, 1922, 9, Nr. 4803A; Zeichnung. - AE 1925. #",NA,NA,NA,NA,NA,NA,"F033803|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/bede0c26-ce7b-4fb6-a40f-4abc520202e5/file/id/794611/file_version/name/small",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",374,"HD025711","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija","Pet Mostova, bei, {Parzelle Nr. 3794, Nr. 3795, Nr. 3796 (alter Katasterplan)}",197488,"43.538522137,16.483489445",NA,NA,3190359,NA,1916,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,"Gesteine",90,30,27,NA,NA,"6",NA,NA,"L",NA,NA,1,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2015-11-06",2,182096,6385,"Mar/ti","MAR / TI","AE 1925, 0056. # ILJug 2051. # F. Bulić, BAHD 45, 1922, 10, Nr. 4806A; Zeichnung. - AE 1925. #",NA,NA,NA,NA,NA,NA,"F033790|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/303de119-5386-4b9a-8aee-5e9f4198c554/file/id/794598/file_version/name/small",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",381,"HD025903","Dal","hr",25,10,"Varvaria","Skradin","Šibensko-kninska županija","{Bribir}",197574,"43.9214921,15.8398106",NA,NA,3203316,NA,NA,NA,NA,"titsac",22,22,"Altar",NA,NA,26,18,16,NA,NA,"2.2-1.6",NA,NA,"L",NA,NA,1,300,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2010-08-06",10,182103,6071,"Tertia / Claudia / <T=I>rivi(i)s#<T>rivi(i)s#IRIVIS / v(otum) s(olvit) l(ibens) m(erito)","TERTIA / CLAVDIA / IRIVIS / V S L M","AE 1925, 0129. (B) # ILJug 2824. (B) # W. Kubitschek, in: M. Abramić u. a. (Hrsg.), Strena Buliciana (Zagreb - Split 1924) 215, Nr. 3. - AE 1925. #",NA,"(B): AE, ILJug: Z. 3: Trivis.",NA,NA,NA,NA,NA,NA,"Tertia Claudia",NA,"Claudia","Tertia",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"110",382,"HD025906","Dal","hr",25,10,"Burnum","Kistanje","Šibensko-kninska županija","Ivoševci, bei, {Parzelle Nr. 4914 (alter Katasterplan)}",197184,"44.017493492,16.022851011",NA,NA,3199030,NA,NA,"Knin, Muz. Kninske krajine",NA,"titsac",22,22,"Altar",NA,"Kalkstein",-32,17,12,NA,NA,NA,NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,"J","Gräf","2015-10-20",0,182104,22821,"I(ovi) O(ptimo) [M(aximo)] / T(itus) Aure[li]/us Pot[ens] / b(ene)f(iciarius) co(n)s(ularis) [leg(ionis)] / V Ma[ced(onicae)] / v(otum) s(olvit) l(ibens) m(erito)","I O [ ] / T AVRE[ ] / VS POT[ ] / BF COS [ ] / V MA[ ] / V S L M","AE 1925, 0130. # AE 2010, 1228. # ILJug 2807. (B) # W. Kubitschek, in: M. Abramić u. a. (Hrsg.), Strena Buliciana (Zagreb - Split 1924) 216, Nr. 6. (B) - AE 1925. # E. Schallmayer - K. Eibl - J. Ott - G. Preuß - E. Wittkopf, Der römische Weihebezirk von Osterburken 1 (Stuttgart 1990) 357, Nr. 449. # S. Bekavac, RadAkZadar 52, 2010, 63. (B) - AE 2010. #",NA,"(B): Kubitschek; ILJug; Bekavac: Z. 6: [m(erito)].",NA,NA,NA,NA,NA,NA,"T. Aure[li]us Pot[ens]","T.","Aurelius+","Potens+",NA,NA,NA,"M","9",NA,NA,NA,NA,NA
"111",395,"HD026955","Dal","hr",25,10,"Salonae, bei","Solin","Splitsko-dalmatinska županija","Vranjic, bei, Čućine kuće, bei, {Crikvine, Nekropole}",197488,"43.530403594,16.476455926",NA,NA,3186233,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,NA,31,22,21,NA,NA,"2.5",NA,NA,"L",NA,NA,1,300,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2011-02-02",1,182117,6919,"C(aius) Iulius Numida / Apollini / v(otum) s(olvit) l(ibens) m(erito)","C IVLIVS NVMIDA / APOLLINI / V S L M","AE 1913, 0042. # ILJug 2751. # F. Bulić, BAHD 34, 1911, 44; Zeichnung. - AE 1913. #",NA,NA,NA,NA,NA,NA,NA,NA,"C. Iulius Numida","C.","Iulius","Numida",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"112",399,"HD027049","Dal","ba",8,8,"Raetinium, bei?","Bihać","Unsko-sanski kanton","{Pritoka}",197466,"44.792678161,15.926141738",NA,NA,3192353,NA,NA,"Sarajevo, Zem. Muz.",NA,"titsac",22,22,"Altar",NA,NA,82,54,35,NA,NA,NA,NA,NA,"L",NA,NA,1,100,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2009-12-17",2,182122,5726,"Liberai(!) / Iulia M(a)ximina / v(otum) s(olvit) l(ibens) m(erito)","LIBERAI / IVLIA MXIMINA / V S L M","AE 1934, 0200. # D. Sergejevski, Spomenik 77, 1934, 6, Nr. 2; br. 2. - AE 1934. #",NA,"Zeilenlinien für die Beschriftung.",NA,"b",NA,NA,NA,NA,"Iulia Mxmina.",NA,"Iulia","Maximina*",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"113",400,"HD027052","Dal","ba",8,8,NA,"Novi Grad","Republika Srpska","{Blagaj Japra}, Glavica",NA,"45.035432521,16.462554930",NA,NA,3203967,NA,NA,NA,NA,"titsac",22,22,"Altar",NA,"Kalkstein",-51,-39,-19,NA,NA,NA,NA,NA,"L",NA,NA,101,200,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2011-09-28",2,182123,5490,"I(ovi) O(ptimo) M(aximo) Con/s[erv]atori / [---]NI[&","I O M CON / S[ ]ATORI / [ ]NI[","AE 1934, 0201. # D. Sergejevski, Spomenik 77, 1934, 7, Nr. 4; br. 4. - AE 1934. # ILJug 1479. # E. Imamović, Antički kultni i votivni spomenici na području Bosne i Hercegovine (Sarajevo 1977) 350, Nr. 73; Foto. #",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",401,"HD027055","Dal","ba",8,8,NA,"Drvar","Hercegbosanska županija","{Mokronoge}",NA,"44.3477268,16.4475046",NA,NA,3194902,NA,NA,"Drvar, Mokronoge",NA,"titsac",22,22,"Altar",NA,NA,-48,28,23,NA,NA,NA,NA,NA,"L",NA,NA,101,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2011-10-06",2,182124,5693,"Silvano / T(itus) Aur(elius) Pro/cu[lus] / [&","SILVANO / T AVR PRO / CV[ ] / [","AE 1934, 0202. # ILJug 1660. # D. Sergejevski, Spomenik 77, 1934, 19, Nr. 25; Br. 25. - AE 1934. # E. Imamović, Antički kultni i votivni spomenici na području Bosne i Hercegovine (Sarajevo 1977) 320, Nr. 17; Foto. #",NA,NA,NA,NA,NA,NA,NA,NA,"T. Aur. Procu[lus]","T.","Aurelius*","Proculus+",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"115",408,"HD027271","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija","Amphitheater, {Parzelle Nr. 4080 (alter Katasterplan)}, sekundär verwendet",197488,"43.538635280,16.474678518",NA,NA,3190359,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,"Kalkstein",16,10,7,NA,NA,"0.8-1.2",NA,NA,"L",NA,NA,1,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2020-01-29",0,182132,32842,"Dia[---]/ia ex iu/sso(!) deae / [N]emisi(!) / [s(olvit)] v(otum) l(ibens) m(erito)","DIA[ ] / IA EX IV / SSO DEAE / [ ]EMISI / [ ] V L M","AE 1934, 0283. # ILJug 2263. # E. Dyggve, in: Recherches à Salone 2 (Copenhague 1933) 84-85, Nr. 22. - AE 1934. #",NA,NA,NA,NA,NA,NA,NA,NA,"Dia[---]ia",NA,NA,"Dia[---]ia",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"116",413,"HD027936","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija","S. Kajo, Kapelle, nördlich, {Parzelle Nr. 1525 (alter Katasterplan)}",197488,"43.542301307,16.464315482",NA,NA,3190359,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,"Gesteine",85,34,31,NA,NA,"6.6",NA,NA,"L",NA,NA,151,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2019-10-01",2,182137,32325,"Dis / Patris / sacr(um) / T(itus) Tarc(onius) / Catho p(osuit)","DIS / PATRIS / SACR / T TARC / CATHO P","AE 1912, 0041. # ILJug 2042. # F. Bulić, BAHD 32, 1909, 62, Nr. 4008A; Zeichnung. - AE 1912. #",NA,NA,NA,NA,NA,NA,"F033804|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/caf62385-7c1d-4082-bebb-039d6a230dd8/file/id/794612/file_version/name/small",NA,"T. Tarc. Catho","T.","Tarconius*","Catho",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"117",415,"HD027942","Dal","hr",25,10,"Salonae, bei","Kaštela","Splitsko-dalmatinska županija","Kaštel Sućurac, {Parzelle Nr. 1364 (alter Katasterplan)}",197488,"43.547871581,16.432961225",NA,NA,3198210,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,"Architekturteil",NA,"Gesteine",66,210,26,NA,NA,"35",NA,NA,"L",NA,NA,1,150,NA,NA,"a",NA,NA,"J",NA,NA,"Feraudi","2021-01-04",2,182139,33512,"Silvano Aug(usto) sacr(um) pro salute et reditu Luci Pomponi / Valentini Lucius Pomponius Restutus cliens","SILVANO AVG SACR PRO SALVTE ET REDITV LVCI POMPONI / VALENTINI LVCIVS POMPONIVS RESTVTVS CLIENS","AE 1912, 0043. # ILJug 2774. # F. Bulić, BAHD 32, 1909, 89-90. - AE 1912. # B. Nedved, in: Z. Gunjača (Hrsg.), Znanstveni skup. Kaštel Sućurac od prapovijesti do XX. stoljeća, zbornik (Split 1992) 15, Nr. 39. #",NA,"Giebel einer aedicula.",NA,NA,NA,NA,"F033795|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/7c44b5c2-12d1-4c46-b1c1-dd7f29a582e4/file/id/794603/file_version/name/small",NA,"Luci Pomponi Valentini|Lucius Pomponius Restutus","L.|L.","Pomponius|Pomponius","Valentinus|Restutus",NA,NA,NA,"M|M",NA,NA,NA,NA,NA,NA
"118",417,"HD027948","Dal","hr",25,10,"Narona","Metković","Dubrovačko-neretvanska županija","{Vid}, südlich, Bogdaruša",197400,"43.08117616,17.624130249",NA,NA,3187815,NA,NA,NA,NA,"titsac",22,22,"Altar",NA,NA,84,38,NA,NA,NA,"3-2",NA,NA,"L",NA,NA,193,NA,NA,NA,"ab",NA,"J","J",NA,NA,"Feraudi","2011-10-14",2,182141,6871,"I(ovi) O(ptimo) M(aximo) D(olicheno) s(acrum) / posuerunt sa/cerdotes Fla(vius) / Faladus et Do(mitius) / Apollinaris / pro sa(lute) Impe(ratoris) Helvi / Pertenaci(s)(!) et popul(i) / <c=R>o(loniae)(?)#<c>o(loniae)(?)#RO Iuliae Naronae","I O M D S / POSVERVNT SA / CERDOTES FLA / FALADVS ET DO / APOLLINARIS / PRO SA IMPE HELVI / PERTENACI ET POPVL / RO IVLIAE NARONAE","AE 1912, 0045. # F. Bulić - G. Moscovita, BAHD 33, 1910, 106-108; Taf. 21, 1. - AE 1912. # AE 2005, 1184. # M. Mayer, in: F. Beutler - W. Hameter (Hrsg.), ""Eine ganz normale Inschrift"" ... # und ähnliches zum Geburtstag von Ekkehard Weber. Festschrift zum 30. April 2005 (Wien 2005) 311-317; Foto. - AE 2005. # ILJug 1873. # CCID 124; Taf. 27, 124. # J. Medini, GodAkSarajevo 20, 1982, 55, Anm. 15; sl. 1. #",NA,NA,NA,NA,"https://www.wikidata.org/wiki/Q1436",NA,NA,"http://lupa.at/24328","Fla. Faladus|Do. Apollinaris|Helvi Pertenaci.(!)",NA,"Flavius*|Domitius*|Helvius","Faladus|Apollinaris|Pertenax* (&#61; Pertinax*)",NA,NA,NA,"M|M|M",NA,NA,NA,NA,NA,NA
"119",424,"HD028039","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija","Basilica urbana, östlich, {Parzelle Nr. 3782 (alter Katasterplan)}",197488,"43.539534865,16.483612060",NA,NA,3190359,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,NA,-19,-12,-11,NA,NA,"2.5-2",NA,NA,"L",NA,NA,101,300,NA,NA,"a",NA,NA,NA,NA,NA,"Feraudi","2009-09-08",11,182148,6040,"Iovi / Adflatori / [I]unia Iucunda // [s(olvit)] l(ibens) m(erito)","IOVI / ADFLATORI / [ ]VNIA IVCVNDA / / [ ] L M","AE 1914, 0077. (B) # F. Bulić, BAHD 35, 1912, 30-31; Zeichnung. - AE 1914. #",NA,"Z. 4 befindet sich auf der crepido. (B): AE 1914: Z. 4 nicht wiedergegeben.",NA,NA,NA,NA,NA,NA,"[I]unia Iucunda",NA,"Iunia+","Iucunda",NA,NA,NA,"W",NA,NA,NA,NA,NA,NA
"120",436,"HD028360","Dal","hr",25,10,"Salonae","Solin","Splitsko-dalmatinska županija","{Voljak}",197488,"43.557381183,16.486902237",NA,NA,3190359,NA,NA,"Split, Arh. Muz.",NA,"titsac",22,22,NA,NA,NA,-25,42,16,NA,NA,NA,NA,NA,"L",NA,NA,1,150,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2019-11-20",30,182160,32522,"I(ovi) O(ptimo) M(aximo) / L(ucius) Septumius(!) / Secundus","I O M / L SEPTVMIVS / SECVNDVS","AE 1900, 0137. # F. Bulić, BAHD 23, 1900, 111, Nr. 2811; Zeichnung. - AE 1900. # CIL 03, 14672. #",NA,NA,NA,NA,NA,NA,NA,NA,"L. Septumius(!) Secundus","L.","Septumius (&#61; Septimius)","Secundus",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
"121",437,"HD028363","Dal","hr",25,10,"Salonae, bei","Solin","Splitsko-dalmatinska županija","{Katić}",197488,"43.546821778,16.487331389",NA,NA,3190359,NA,1900,"Split, Arh. Muz.",NA,"titsac",22,22,"Altar",NA,"Gesteine",38,21,NA,NA,NA,"2",NA,NA,"L",NA,NA,151,200,NA,NA,"a",NA,NA,NA,NA,NA,"Gräf","2019-10-17",32,182161,32454,"Silvano Aug(usto) / sacrum Q(uintus) / Cloelius Heli/us / v(otum) s(olvit) l(ibens) m(erito)","SILVANO AVG / SACRVM Q / CLOELIVS HELI / VS / V S L M","AE 1900, 0138. # CIL 03, 14677. # F. Bulić, BAHD 23, 1900, 112, Nr. 2819; Zeichnung. - AE 1900. #",NA,NA,NA,NA,NA,NA,"F025213|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/4e4b000e-66b5-4d85-8b58-35d66dd573fc/file/id/785965/file_version/name/small F033589|https://heidicon.ub.uni-heidelberg.de/api/v1/objects/uuid/0b56d832-d9f5-41ae-b558-23be5979a48a/file/id/794396/file_version/name/small",NA,"Q. Cloelius Helius","Q.","Cloelius","Helius",NA,NA,NA,"M",NA,NA,NA,NA,NA,NA
